temperature,ph,dissolved_oxygen,salinity,water_color,mortality_count,feed_given,pond_age,disease_risk
28.3,9.1,2.7,35,Light Green,6,147,77,Moderate
34.4,9.4,6.0,35,Light Green,1,136,10,Moderate
27.2,7.9,6.7,20,Brown,12,38,4,Healthy
35.0,9.4,4.8,13,Dark Green,5,104,18,Moderate
24.4,6.6,5.9,33,Black,2,250,98,Moderate
28.1,8.0,3.9,27,Brown,15,122,99,Moderate
27.4,8.9,6.9,32,Brown,23,45,89,Moderate
33.1,7.1,6.4,25,Light Green,24,222,88,Moderate
24.9,7.0,7.6,9,Black,0,199,45,Moderate
32.7,7.5,7.2,24,Light Green,35,117,22,Moderate
24.5,9.1,3.3,15,Black,28,136,20,High
28.2,9.4,4.0,35,Brown,15,249,7,Moderate
29.3,8.7,6.1,6,Green,35,125,69,Moderate
33.7,7.3,6.6,19,Brown,15,223,146,Moderate
27.5,6.5,6.9,26,Black,6,103,116,Moderate
26.4,8.6,6.1,30,Brown,24,108,143,Moderate
25.3,8.5,3.3,14,Dark Green,1,170,139,Moderate
29.4,6.8,5.8,24,Light Green,0,86,94,Healthy
30.1,8.5,2.5,17,Black,15,76,25,Moderate
26.4,8.8,6.0,15,Brown,11,75,24,Healthy
32.5,7.4,5.7,27,Brown,38,56,39,Moderate
34.7,7.9,4.3,22,Green,12,29,112,Moderate
27.0,9.0,4.8,33,Light Green,25,230,138,Moderate
29.1,7.6,5.0,6,Dark Green,32,208,14,Moderate
24.8,9.4,5.7,27,Black,12,288,3,High
27.6,7.8,5.6,23,Black,0,283,144,Healthy
32.8,8.0,7.8,29,Light Green,1,253,16,Healthy
27.3,7.7,4.5,27,Black,6,163,53,Moderate
31.0,7.0,5.4,16,Black,10,97,148,Moderate
25.0,8.5,3.9,11,Dark Green,24,92,44,High
30.7,7.6,5.2,14,Black,15,237,98,Moderate
35.0,7.6,6.4,19,Brown,33,141,71,Moderate
25.4,6.5,2.2,19,Black,33,150,91,High
34.0,7.1,4.5,25,Black,18,78,47,High
33.2,8.4,4.9,6,Green,21,204,46,Moderate
31.6,8.7,5.2,8,Green,11,68,112,Healthy
34.5,6.9,2.6,14,Light Green,24,293,146,High
27.5,7.8,7.8,19,Dark Green,32,41,13,Moderate
30.2,7.1,5.9,22,Green,16,108,51,Moderate
26.3,8.1,4.7,32,Light Green,27,173,25,Moderate
24.6,8.1,6.3,29,Light Green,18,265,113,Moderate
28.8,8.8,6.3,18,Dark Green,35,106,71,Moderate
24.6,7.9,4.2,15,Light Green,2,232,117,Healthy
24.6,8.4,6.6,30,Green,26,202,40,Moderate
24.5,8.3,6.8,34,Brown,22,240,21,Moderate
30.0,9.1,2.8,17,Green,8,237,22,Moderate
27.4,6.8,3.3,22,Green,30,117,50,High
29.3,8.2,4.9,11,Light Green,24,37,21,Moderate
25.1,7.4,5.3,6,Black,12,138,82,Moderate
25.4,7.2,7.3,18,Brown,18,180,143,Moderate
34.5,7.5,2.2,23,Brown,40,110,84,High
25.5,7.5,5.0,19,Dark Green,37,25,126,Moderate
32.5,9.0,7.5,12,Dark Green,36,282,18,Moderate
25.5,8.5,3.4,33,Green,37,36,97,High
30.4,7.0,6.9,34,Dark Green,9,188,143,Moderate
31.2,8.5,3.1,6,Brown,6,77,48,Moderate
24.2,8.7,2.5,20,Brown,40,212,150,High
26.9,8.8,2.2,31,Brown,40,299,60,High
33.0,8.0,7.6,25,Light Green,25,131,63,Moderate
34.1,8.8,2.3,5,Green,5,147,34,Moderate
24.6,7.0,3.0,10,Dark Green,11,217,87,High
34.9,6.7,3.2,29,Black,30,269,26,High
28.6,8.3,2.4,10,Black,39,218,144,High
30.6,7.9,4.0,28,Green,37,189,121,Moderate
34.7,7.7,7.2,35,Dark Green,26,295,118,Moderate
31.8,8.8,3.8,25,Green,0,131,131,Moderate
24.1,8.8,8.0,18,Light Green,12,293,116,Moderate
24.6,7.2,5.4,31,Dark Green,27,263,144,High
24.3,9.2,4.7,33,Black,24,86,81,High
29.3,6.7,4.3,20,Green,28,134,26,Moderate
31.2,8.7,5.8,19,Brown,14,291,55,Moderate
24.5,9.0,6.4,22,Brown,25,210,102,Moderate
29.2,7.0,6.7,33,Brown,9,152,31,Healthy
31.6,8.3,6.2,10,Green,40,36,8,Moderate
32.4,8.3,2.7,8,Black,29,213,57,High
27.7,7.0,7.0,13,Brown,37,284,58,Moderate
26.7,9.4,4.3,25,Brown,30,298,28,Moderate
31.6,7.5,4.7,19,Green,26,103,65,Moderate
28.7,8.6,5.9,30,Brown,30,175,76,Moderate
32.3,9.3,4.0,19,Black,0,250,82,Moderate
32.9,8.8,4.1,29,Light Green,19,282,79,Moderate
24.5,9.0,2.7,13,Dark Green,12,178,37,High
32.4,8.5,3.1,29,Brown,17,182,54,High
33.4,7.1,6.6,30,Dark Green,8,231,139,Moderate
28.5,8.2,2.1,32,Dark Green,19,247,73,High
28.3,7.2,3.1,24,Black,11,25,106,High
33.3,7.7,7.9,10,Brown,10,269,115,Moderate
30.9,8.1,3.1,13,Green,37,138,127,Moderate
33.9,7.4,4.1,17,Black,31,122,21,High
28.8,7.1,6.3,30,Light Green,39,144,109,Moderate
26.9,7.6,7.8,7,Light Green,10,188,104,Healthy
29.7,7.2,5.4,33,Black,38,290,95,Moderate
24.4,8.9,2.6,11,Green,5,276,65,Moderate
27.1,8.5,6.5,16,Brown,24,279,129,Moderate
35.0,6.6,4.7,27,Light Green,37,220,46,High
30.6,7.0,7.0,33,Dark Green,34,111,86,Moderate
34.4,6.6,4.0,30,Black,23,162,2,High
24.8,7.8,5.6,10,Black,35,27,22,High
31.5,7.4,7.5,34,Brown,12,234,136,Moderate
26.3,7.8,6.3,9,Light Green,28,129,51,Healthy
25.7,7.0,5.0,11,Dark Green,19,191,58,High
33.7,8.2,8.0,32,Dark Green,2,87,72,Moderate
25.1,8.3,3.9,28,Brown,11,289,36,Moderate
28.7,7.1,3.3,10,Black,31,280,147,High
30.3,8.5,7.6,26,Black,26,166,13,Moderate
33.1,6.9,4.5,9,Black,38,274,2,High
30.6,9.4,7.1,26,Black,18,203,61,High
33.7,7.4,7.8,7,Black,4,133,13,Moderate
34.9,9.0,6.7,18,Green,10,241,17,Moderate
30.7,8.8,2.0,10,Dark Green,13,184,146,Moderate
26.1,9.4,6.1,29,Brown,10,46,20,Moderate
30.9,7.6,7.6,29,Light Green,33,263,84,Healthy
33.1,9.4,4.5,17,Brown,2,27,4,Moderate
34.3,9.2,7.3,18,Black,1,230,31,Moderate
25.1,8.5,5.9,8,Light Green,23,220,39,Moderate
26.7,8.4,3.5,13,Brown,12,113,9,Moderate
34.6,8.5,4.3,21,Green,14,257,136,Moderate
32.8,7.9,6.2,26,Brown,31,109,60,Moderate
32.7,9.0,2.6,24,Dark Green,10,172,28,High
26.4,7.7,3.5,35,Light Green,37,54,120,Moderate
31.3,8.9,4.7,8,Black,36,280,38,High
26.8,7.2,6.0,20,Dark Green,39,101,57,Moderate
25.1,9.2,5.9,34,Dark Green,40,158,3,High
29.4,7.8,3.0,20,Dark Green,29,221,66,High
31.6,8.3,5.5,5,Green,29,272,147,Moderate
34.2,7.4,6.3,8,Light Green,26,142,5,Moderate
24.4,7.9,7.6,5,Brown,3,233,136,Healthy
28.4,9.1,6.6,31,Black,8,256,96,Moderate
25.9,6.7,2.2,16,Brown,26,288,140,High
24.7,6.9,3.0,28,Brown,11,21,81,High
25.4,6.7,4.5,27,Green,19,283,79,High
30.3,8.7,7.4,14,Light Green,18,67,119,Moderate
28.6,6.9,2.2,24,Brown,16,95,37,High
24.4,8.7,2.3,30,Brown,40,249,101,High
27.5,8.1,2.6,23,Brown,26,43,58,Moderate
31.6,9.3,2.0,26,Dark Green,4,296,12,High
32.4,8.1,7.1,6,Dark Green,12,112,118,Moderate
25.0,6.5,3.1,7,Green,35,155,81,High
32.2,8.4,3.0,31,Green,17,178,132,Moderate
26.7,7.5,3.8,15,Light Green,33,152,36,Moderate
25.5,7.9,2.3,34,Black,21,227,89,High
30.0,6.6,4.1,15,Black,38,109,105,High
26.8,8.1,6.2,15,Brown,36,122,81,Moderate
29.2,9.2,2.6,28,Green,24,31,53,High
29.6,6.9,4.1,21,Brown,12,287,23,Moderate
31.5,8.7,2.4,18,Brown,6,90,12,Moderate
27.7,8.6,5.6,14,Black,15,156,22,Moderate
24.4,8.8,6.7,15,Green,34,66,45,Moderate
32.9,7.5,3.9,23,Black,14,115,15,High
28.3,8.7,5.6,30,Light Green,24,61,27,Moderate
27.6,6.6,6.5,35,Black,38,59,103,High
32.2,8.2,5.4,9,Black,27,150,130,Moderate
26.6,7.7,5.4,17,Brown,3,130,42,Healthy
26.4,7.9,2.6,24,Black,13,32,47,Moderate
34.7,6.7,3.6,32,Light Green,32,257,84,High
33.2,9.1,3.1,29,Black,34,36,134,High
30.1,9.4,7.5,14,Light Green,15,290,67,Healthy
29.2,9.1,4.8,15,Green,7,239,131,Moderate
28.8,9.1,2.8,25,Light Green,0,37,133,Moderate
34.5,8.0,2.1,33,Dark Green,9,33,136,High
26.6,8.0,2.8,6,Light Green,13,59,50,Moderate
29.6,7.3,5.9,12,Dark Green,20,158,52,Moderate
30.1,7.4,3.1,24,Light Green,29,44,65,Moderate
34.3,8.5,6.9,32,Light Green,12,26,30,Healthy
32.6,9.4,4.0,11,Green,26,81,41,Moderate
27.6,9.3,5.0,30,Brown,25,146,87,Moderate
34.6,8.5,6.1,9,Green,38,247,70,Moderate
24.3,9.3,6.7,18,Dark Green,13,83,92,Moderate
30.7,7.0,3.6,16,Green,34,101,102,Moderate
25.0,8.4,6.5,20,Green,16,99,40,Moderate
30.1,7.8,7.1,9,Dark Green,0,75,53,Healthy
25.6,7.9,2.1,11,Dark Green,0,55,75,Moderate
27.8,7.7,2.0,35,Green,37,36,72,Moderate
30.9,7.1,3.1,5,Dark Green,24,266,92,High
25.0,8.8,2.7,10,Black,20,31,89,High
24.2,8.9,6.7,35,Brown,28,264,99,Moderate
31.9,9.5,4.2,19,Dark Green,21,43,113,High
33.4,8.5,4.1,17,Light Green,25,290,96,Moderate
30.3,8.7,2.7,28,Black,34,192,19,High
32.0,6.9,3.5,14,Dark Green,12,241,119,High
33.5,8.3,6.0,30,Brown,26,139,150,Moderate
25.7,7.3,4.4,6,Green,36,150,64,Moderate
32.3,7.4,7.9,28,Dark Green,11,227,55,Moderate
24.1,9.4,2.9,23,Black,2,244,128,High
34.6,8.3,5.8,22,Dark Green,26,158,44,Moderate
29.4,7.2,6.0,33,Light Green,30,31,24,Moderate
31.3,8.3,2.1,12,Dark Green,35,104,129,High
33.8,9.0,4.1,24,Green,35,82,54,Moderate
27.4,7.4,7.8,6,Light Green,10,202,113,Healthy
34.2,8.7,6.7,7,Dark Green,16,180,37,High
27.9,8.6,6.9,6,Black,3,221,78,Moderate
32.1,9.2,7.2,5,Dark Green,39,137,150,High
31.9,9.1,7.4,26,Black,6,78,145,Moderate
31.5,8.3,7.1,25,Black,4,179,25,Moderate
26.3,8.1,7.8,21,Brown,31,271,23,Moderate
27.5,7.6,3.6,19,Light Green,27,219,103,Moderate
34.1,7.8,6.8,35,Light Green,30,98,150,Moderate
30.4,8.1,2.2,22,Light Green,13,204,53,Moderate
30.8,8.7,4.4,10,Black,16,73,82,High
34.7,9.2,6.7,12,Green,7,47,71,Moderate
32.6,6.9,5.0,20,Black,27,43,74,High
26.5,8.4,2.8,34,Brown,12,138,22,Moderate
24.1,8.2,5.4,23,Brown,20,149,149,Moderate
24.7,9.3,5.1,18,Green,39,269,77,Moderate
34.5,7.1,3.5,15,Black,32,63,11,High
33.4,9.1,5.1,19,Dark Green,19,277,54,High
30.4,9.0,2.2,25,Dark Green,4,104,36,Moderate
28.8,8.5,3.3,5,Black,18,154,123,High
33.7,7.4,4.9,15,Brown,19,299,105,High
32.7,8.1,2.7,26,Black,13,56,105,High
29.9,8.7,5.5,6,Black,9,108,26,Moderate
28.1,8.9,6.3,15,Green,25,261,48,Moderate
29.5,8.3,7.0,10,Dark Green,13,139,86,Healthy
34.4,6.6,6.5,6,Green,24,143,123,Moderate
30.0,9.1,6.4,28,Brown,30,92,118,Moderate
32.5,6.6,5.5,14,Green,0,27,18,Healthy
24.7,8.5,7.2,20,Black,22,88,98,High
27.5,9.2,4.0,17,Light Green,31,116,149,Moderate
24.9,8.5,6.0,20,Dark Green,7,298,38,Moderate
25.1,8.9,3.7,10,Dark Green,33,57,51,High
24.3,6.5,2.9,22,Black,32,157,23,High
33.6,7.0,3.0,15,Dark Green,30,183,87,High
32.7,8.4,2.6,32,Light Green,23,97,33,Moderate
29.8,7.5,5.2,16,Dark Green,21,87,132,Moderate
25.9,7.7,5.7,34,Dark Green,4,35,28,Moderate
27.7,6.6,6.3,26,Green,0,185,32,Healthy
24.7,6.9,2.9,6,Light Green,1,55,13,Moderate
24.4,7.3,7.2,17,Black,1,278,8,Moderate
24.3,8.8,7.3,11,Dark Green,32,195,47,High
32.0,8.8,5.2,30,Brown,13,195,143,Moderate
31.5,7.3,5.2,31,Black,2,267,34,Moderate
29.7,8.8,7.8,25,Black,15,71,118,Moderate
25.7,9.0,4.9,12,Black,25,34,22,High
26.4,8.3,2.3,22,Brown,28,31,113,Moderate
24.3,8.4,2.2,13,Light Green,34,234,148,High
28.4,7.5,5.8,31,Light Green,27,200,110,Healthy
26.5,9.3,4.0,26,Green,22,191,149,Moderate
26.5,7.5,5.3,7,Black,14,151,27,Moderate
34.4,6.8,2.5,19,Black,33,117,111,High
30.6,9.1,4.5,28,Black,32,193,100,High
28.3,8.9,7.4,14,Dark Green,15,292,28,Moderate
34.8,7.4,7.2,6,Dark Green,38,155,66,High
30.8,7.7,4.4,34,Green,18,37,32,Moderate
30.0,7.1,3.8,34,Light Green,10,283,119,Moderate
33.2,6.6,5.1,23,Light Green,37,89,81,Moderate
29.4,7.1,6.8,27,Black,15,245,23,Moderate
32.7,7.8,6.0,34,Brown,28,277,119,Moderate
26.7,8.5,2.7,16,Light Green,34,93,100,Moderate
24.1,8.6,6.4,6,Green,25,162,72,Moderate
26.4,7.9,4.4,20,Brown,33,211,137,Moderate
33.4,9.1,2.1,12,Green,40,35,107,High
24.1,8.7,3.6,11,Brown,13,25,83,High
24.5,9.4,5.8,12,Light Green,12,99,7,Moderate
25.9,9.3,4.6,33,Green,22,117,11,High
25.8,7.1,3.6,33,Black,5,26,79,High
27.3,8.2,4.1,32,Brown,16,103,81,Moderate
30.4,9.1,6.7,14,Brown,20,56,117,Moderate
27.7,8.6,2.7,15,Brown,39,260,7,High
34.2,8.0,8.0,9,Brown,4,59,55,Healthy
34.8,8.7,6.0,6,Brown,37,286,108,Moderate
25.2,8.8,4.0,24,Brown,5,224,44,Moderate
28.6,7.0,3.0,18,Dark Green,11,133,125,Moderate
32.0,7.0,5.3,11,Light Green,11,178,2,Healthy
31.5,7.0,7.1,19,Light Green,31,187,12,Moderate
33.6,9.1,5.9,10,Light Green,6,183,146,Moderate
34.2,9.4,7.0,22,Black,5,200,105,Moderate
29.0,7.3,5.0,32,Dark Green,35,22,35,Moderate
25.6,9.4,2.7,31,Light Green,4,226,73,Moderate
32.3,8.4,3.9,26,Brown,33,77,124,High
32.6,8.5,5.9,23,Light Green,27,149,25,Moderate
27.5,8.9,7.5,6,Green,19,73,135,Moderate
32.4,6.9,7.6,31,Light Green,6,188,100,Moderate
25.7,8.6,7.6,28,Green,0,278,105,Healthy
32.8,9.1,6.0,16,Light Green,13,124,119,Moderate
31.5,8.3,3.0,7,Black,29,145,12,High
25.9,7.3,3.2,10,Green,6,148,54,Moderate
31.4,9.0,2.9,31,Dark Green,38,218,80,High
34.6,9.0,6.2,14,Brown,3,86,43,Moderate
28.4,6.9,3.1,15,Black,14,163,10,High
28.5,7.6,6.2,14,Light Green,30,263,16,Healthy
33.5,8.4,6.7,29,Green,14,45,70,Healthy
31.2,9.3,2.5,10,Black,39,164,127,High
30.0,9.0,6.4,15,Black,6,125,121,Moderate
26.2,8.5,2.4,13,Black,1,133,89,Moderate
25.5,8.0,2.5,23,Dark Green,22,287,48,High
26.9,6.8,4.2,34,Dark Green,5,112,112,Moderate
30.7,7.5,4.7,7,Dark Green,25,104,93,Moderate
32.9,7.0,5.0,8,Green,25,232,38,Moderate
30.3,9.1,3.3,7,Light Green,6,153,45,Moderate
31.8,7.7,7.4,20,Light Green,36,130,104,Moderate
32.6,7.0,5.9,8,Black,10,162,61,Moderate
34.0,7.9,7.2,30,Black,26,94,3,High
31.1,9.2,2.2,7,Light Green,34,130,68,High
28.9,6.7,6.0,5,Black,28,120,29,High
25.0,6.7,3.1,6,Green,12,185,140,High
33.1,8.3,4.5,32,Brown,4,39,19,Moderate
32.5,8.6,7.3,24,Dark Green,30,244,91,Moderate
24.8,6.9,2.3,5,Green,1,109,77,Moderate
34.0,8.2,3.3,10,Green,8,115,2,Moderate
34.4,8.9,6.6,30,Light Green,40,235,39,Moderate
29.2,8.6,4.0,10,Brown,4,180,128,Healthy
24.7,9.2,4.2,30,Light Green,22,190,53,High
31.8,7.3,2.4,6,Black,26,113,140,High
32.6,7.4,6.4,25,Dark Green,24,63,46,Moderate
34.2,7.4,6.5,32,Light Green,25,226,138,Moderate
24.3,6.6,4.4,5,Brown,4,190,120,Moderate
30.8,8.7,7.9,29,Green,15,108,52,Healthy
31.1,8.5,2.0,14,Black,11,43,106,High
28.0,9.4,6.4,14,Green,18,231,129,Moderate
34.8,8.5,2.6,18,Black,22,195,133,High
28.6,6.8,4.5,14,Green,28,105,47,Moderate
29.4,8.9,4.3,33,Brown,9,186,64,Moderate
29.3,8.3,2.2,5,Brown,26,22,40,Moderate
34.5,8.7,7.6,34,Brown,23,246,58,Moderate
33.5,8.8,4.2,25,Dark Green,13,270,136,Moderate
34.1,8.0,3.9,12,Dark Green,28,152,135,High
25.7,6.5,3.1,23,Brown,5,235,44,High
25.8,7.1,2.8,20,Light Green,9,252,44,Moderate
29.6,6.9,4.8,7,Green,12,265,26,Moderate
34.7,6.8,7.9,33,Green,0,103,65,Moderate
25.0,8.7,7.6,29,Dark Green,30,182,109,High
29.7,9.0,2.1,35,Brown,31,63,12,High
26.8,7.6,5.9,33,Dark Green,39,77,97,Moderate
27.7,8.7,6.1,13,Dark Green,24,174,69,Moderate
24.8,7.6,6.6,33,Dark Green,27,115,21,Moderate
26.1,9.1,4.2,21,Black,14,147,27,Moderate
25.6,8.0,6.3,18,Light Green,34,50,34,Moderate
28.9,6.9,7.5,9,Black,31,57,77,High
32.4,8.0,5.8,35,Brown,14,148,112,Healthy
27.6,8.5,4.4,18,Dark Green,40,128,32,Moderate
27.9,8.3,4.6,25,Brown,19,147,145,Moderate
27.0,6.6,7.9,19,Light Green,17,26,41,Moderate
34.1,7.0,4.6,34,Dark Green,33,28,81,High
24.7,6.5,6.5,5,Black,15,25,91,High
27.8,7.0,4.9,10,Dark Green,6,175,59,Moderate
27.2,6.9,5.8,29,Dark Green,10,52,57,Moderate
26.1,8.9,4.6,14,Light Green,22,86,41,Moderate
34.5,7.3,5.4,18,Brown,35,234,22,Moderate
32.8,6.9,4.7,27,Light Green,33,234,25,Moderate
24.4,6.6,6.5,32,Dark Green,17,250,34,High
30.4,7.0,4.7,8,Black,29,208,99,High
33.5,7.7,5.6,13,Brown,32,105,118,Moderate
24.8,7.5,5.3,31,Green,6,225,80,Healthy
33.1,8.5,3.7,12,Black,14,220,139,High
26.2,8.1,7.7,11,Brown,20,200,34,Moderate
29.2,8.7,4.2,28,Green,32,221,61,Moderate
27.2,8.3,3.8,29,Dark Green,3,29,33,Moderate
27.3,9.2,2.3,19,Green,8,115,142,Moderate
25.5,7.4,6.6,34,Brown,27,95,143,Moderate
31.5,6.7,3.5,32,Dark Green,2,282,67,High
33.0,8.2,3.2,10,Dark Green,36,295,40,High
25.1,8.4,3.1,5,Dark Green,34,35,78,High
29.9,7.9,2.8,26,Dark Green,4,192,68,Moderate
26.4,7.5,2.2,28,Brown,1,29,31,Moderate
26.9,7.9,2.5,9,Green,9,240,35,Moderate
32.4,6.6,2.6,18,Light Green,17,149,71,High
34.8,8.9,7.0,5,Green,27,169,16,Moderate
33.1,6.6,3.5,29,Light Green,17,78,67,High
33.5,6.8,4.2,21,Black,11,89,38,High
29.1,8.1,6.2,23,Brown,40,122,109,Moderate
34.4,7.5,7.5,17,Light Green,26,39,9,Moderate
26.6,7.4,2.2,34,Green,8,73,43,Moderate
27.8,8.4,3.5,31,Dark Green,12,255,57,Moderate
33.9,9.3,4.6,5,Black,33,242,23,High
31.3,7.5,3.2,30,Light Green,8,159,37,Moderate
30.5,7.5,7.1,6,Brown,28,46,144,Moderate
27.2,7.7,2.5,32,Dark Green,38,193,88,High
30.7,6.9,3.3,17,Green,33,257,93,High
30.9,7.4,7.5,12,Black,6,246,61,Moderate
31.7,9.0,6.6,21,Green,13,40,7,Healthy
27.9,8.4,6.9,29,Dark Green,20,99,119,Moderate
27.9,7.8,5.1,30,Brown,9,268,72,Healthy
29.1,7.1,7.6,22,Green,37,190,145,Moderate
29.7,8.0,7.5,13,Black,38,297,58,Moderate
26.5,7.2,2.4,28,Dark Green,35,36,57,High
25.9,8.1,4.9,12,Black,4,106,144,Moderate
28.0,8.7,2.8,33,Brown,1,159,130,Moderate
26.3,8.1,2.6,10,Brown,2,61,35,Moderate
26.5,6.8,7.0,35,Light Green,12,174,5,Healthy
33.6,7.9,2.3,29,Brown,22,290,111,High
33.6,7.9,2.3,8,Dark Green,36,161,92,High
26.4,8.0,7.7,29,Dark Green,1,157,116,Healthy
33.7,7.3,3.4,34,Dark Green,38,159,22,High
33.1,8.2,7.7,9,Light Green,37,71,52,Moderate
29.0,7.9,3.9,35,Dark Green,18,185,26,High
31.0,9.1,3.8,26,Dark Green,24,106,119,High
32.8,8.2,5.5,25,Black,33,103,86,Moderate
33.2,7.5,5.7,27,Green,36,234,50,Moderate
33.4,8.4,6.8,21,Brown,38,122,138,Moderate
28.3,8.4,6.1,10,Light Green,12,52,118,Healthy
25.7,9.0,2.4,14,Green,38,138,98,High
32.4,7.3,7.0,17,Black,12,200,79,Moderate
25.1,7.7,4.0,35,Green,32,107,36,Moderate
32.9,6.6,2.4,27,Black,13,179,97,High
24.0,8.8,3.1,13,Green,14,66,83,Moderate
24.7,7.5,5.9,22,Green,16,238,3,Moderate
34.4,7.6,5.1,31,Black,23,159,122,High
25.7,6.8,2.6,10,Green,17,213,97,High
29.5,6.7,5.3,6,Dark Green,26,275,31,Moderate
26.5,8.4,3.3,20,Green,27,269,34,Moderate
25.8,9.2,6.7,25,Brown,23,54,101,High
31.5,7.0,7.9,18,Light Green,21,216,139,Moderate
24.8,9.3,4.7,27,Black,3,103,90,High
24.4,7.9,2.4,12,Dark Green,12,30,130,High
25.1,7.9,5.7,31,Green,11,117,12,Healthy
27.9,8.5,5.0,28,Light Green,23,266,83,Healthy
29.3,9.0,6.0,21,Dark Green,33,78,143,Moderate
26.5,7.3,4.1,16,Dark Green,27,42,150,Moderate
29.2,7.3,3.1,35,Dark Green,31,213,16,High
25.4,7.0,5.8,28,Green,33,116,109,Moderate
32.0,7.5,7.0,7,Light Green,16,74,108,Moderate
26.7,6.6,3.1,10,Black,13,30,137,High
28.4,7.7,6.6,6,Light Green,17,108,19,Healthy
33.5,7.8,7.3,29,Brown,29,150,38,Moderate
32.9,8.1,7.3,7,Black,36,22,69,Moderate
34.9,7.2,4.8,26,Black,36,59,105,High
30.0,9.0,3.9,9,Green,9,255,20,Moderate
34.9,8.8,7.2,26,Brown,11,242,111,Moderate
25.8,9.4,7.7,14,Dark Green,22,33,84,High
33.1,8.8,3.6,23,Black,7,278,32,High
32.2,7.2,4.1,31,Green,10,229,106,Moderate
30.7,6.7,3.5,22,Dark Green,23,75,61,High
31.3,7.3,2.8,34,Light Green,22,145,141,High
31.2,8.7,6.9,7,Light Green,13,190,118,Healthy
27.9,7.6,6.2,11,Green,8,267,118,Healthy
32.3,8.7,6.5,28,Brown,31,192,64,Moderate
27.5,8.9,4.4,21,Dark Green,26,192,38,Moderate
26.9,7.2,3.0,21,Brown,16,99,139,High
30.7,8.2,6.1,35,Brown,26,259,73,Moderate
27.1,8.2,4.1,13,Green,40,149,128,Moderate
24.0,7.4,4.3,17,Black,39,154,118,High
24.3,8.1,6.7,25,Brown,14,205,42,Moderate
30.1,8.1,6.2,26,Light Green,9,118,142,Healthy
29.8,8.6,5.0,26,Black,11,275,41,Moderate
32.9,6.7,4.1,27,Dark Green,40,218,85,High
24.6,9.3,6.7,27,Light Green,33,124,118,Moderate
34.7,8.2,3.1,17,Brown,28,257,44,High
35.0,9.0,6.4,26,Brown,14,92,32,Moderate
31.5,7.4,4.0,31,Brown,24,257,62,Moderate
26.2,8.1,6.0,35,Light Green,8,142,100,Healthy
30.4,8.7,5.4,22,Brown,20,296,20,Moderate
25.7,7.7,3.1,21,Black,8,165,80,High
25.6,8.2,7.9,24,Dark Green,30,256,19,Moderate
31.8,6.9,3.6,9,Brown,12,61,90,High
31.6,9.0,2.4,17,Dark Green,2,86,93,Moderate
29.3,8.9,6.1,8,Light Green,38,135,4,Moderate
27.5,6.5,5.8,8,Light Green,24,102,15,Moderate
29.9,7.0,4.2,10,Light Green,10,86,28,Healthy
34.7,8.1,6.0,19,Brown,19,73,145,Moderate
29.5,7.2,2.2,7,Light Green,13,88,138,Moderate
32.7,8.2,6.6,24,Green,8,118,39,Healthy
32.1,7.1,7.2,5,Light Green,27,273,73,Moderate
29.0,6.6,7.1,19,Light Green,17,62,119,Moderate
26.9,9.1,5.3,33,Dark Green,33,83,54,Moderate
31.0,9.4,4.2,23,Light Green,21,293,44,Moderate
33.2,8.7,2.3,5,Black,4,143,95,High
25.0,7.8,5.8,25,Dark Green,7,58,70,Moderate
29.8,7.9,7.9,13,Brown,16,153,18,Moderate
29.1,6.6,6.1,11,Green,17,71,62,Moderate
25.6,8.4,6.2,6,Light Green,30,158,80,Moderate
31.8,8.6,7.4,22,Brown,9,40,124,Moderate
24.5,6.9,4.6,15,Light Green,39,180,7,High
29.8,8.7,2.9,20,Light Green,21,153,114,Moderate
29.5,9.0,6.9,34,Black,12,83,42,Moderate
28.9,6.8,2.4,34,Light Green,17,178,128,High
25.2,8.9,7.4,31,Black,30,223,145,High
26.5,7.1,3.4,32,Brown,8,188,78,Moderate
33.6,8.3,4.8,19,Green,22,273,84,Moderate
28.6,8.9,6.8,20,Green,14,23,83,Healthy
28.5,7.4,2.8,15,Black,17,258,70,High
31.1,7.4,2.9,13,Black,14,120,1,High
31.0,8.7,5.7,29,Brown,23,290,69,Moderate
32.0,8.8,4.4,24,Green,1,266,106,Healthy
33.7,8.1,8.0,21,Green,25,29,49,Moderate
25.4,6.9,7.2,12,Light Green,13,279,41,Moderate
29.5,6.9,4.1,22,Green,27,86,110,Moderate
29.2,6.8,5.4,11,Black,33,216,6,High
30.3,8.5,5.6,35,Light Green,27,26,98,Healthy
31.0,6.9,3.9,33,Green,9,123,7,Moderate
29.9,9.0,3.2,6,Green,21,250,130,Moderate
30.8,7.8,2.0,24,Light Green,15,216,17,Moderate
28.7,9.1,6.6,22,Green,5,50,44,Healthy
27.2,6.7,7.1,12,Light Green,4,225,123,Healthy
26.1,6.9,5.0,19,Brown,20,41,65,Moderate
24.2,8.0,5.6,16,Brown,0,77,2,Healthy
24.0,9.1,2.1,17,Dark Green,40,294,84,High
29.8,7.4,5.7,14,Light Green,12,185,63,Healthy
27.3,9.2,8.0,28,Light Green,19,214,116,Moderate
32.1,8.6,2.2,25,Black,16,152,57,High
24.2,7.9,4.5,7,Dark Green,4,200,49,Moderate
27.1,6.8,6.3,29,Dark Green,36,74,25,Moderate
26.8,6.8,3.0,27,Black,8,255,87,High
